100	12.8	2							
100	12.8	-2							
100	12.8	2							
166.36	12.8	2							
166.36	12.8	-2							
166.36	12.8	2							
232.72	12.8	2							
232.72	12.8	-2							
232.72	12.8	2							
299.08	12.8	2							
299.08	12.8	-2							
299.08	12.8	2							
365.44	12.8	2							
365.44	12.8	-2							
365.44	12.8	2							
431.8	12.8	2							
431.8	12.8	-2							
431.8	12.8	2							
498.16	12.8	2							
498.16	12.8	-2							
498.16	12.8	2							
564.52	12.8	2							
564.52	12.8	-2							
564.52	12.8	2							
630.88	12.8	2							
630.88	12.8	-2							
630.88	12.8	2							
697.24	12.8	2							
697.24	12.8	-2							
697.24	12.8	2							
763.6	12.8	2							
763.6	12.8	-2							
763.6	12.8	2							
829.96	12.8	2							
829.96	12.8	-2							
829.96	12.8	2							
896.32	12.8	2							
896.32	12.8	-2							
896.32	12.8	2							
962.68	12.8	2							
962.68	12.8	-2							
962.68	12.8	2							
1029.04	12.8	2							
1029.04	12.8	-2							
1029.04	12.8	2							
1095.4	12.8	2							
1095.4	12.8	-2							
1095.4	12.8	2							
1161.76	12.8	2							
1161.76	12.8	-2							
1161.76	12.8	2							
1228.12	12.8	2							
1228.12	12.8	-2							
1228.12	12.8	2							
1294.48	12.8	2							
1294.48	12.8	-2							
1294.48	12.8	2							
1360.84	12.8	2							
1360.84	12.8	-2							
1360.84	12.8	2							
1427.2	12.8	2							
1427.2	12.8	-2							
1427.2	12.8	2							
1427.2	88.08	2							
1427.2	88.08	-2							
1427.2	88.08	2							
1360.84	88.08	2							
1360.84	88.08	-2							
1360.84	88.08	2							
1294.48	88.08	2							
1294.48	88.08	-2							
1294.48	88.08	2							
1228.12	88.08	2							
1228.12	88.08	-2							
1228.12	88.08	2							
1161.76	88.08	2							
1161.76	88.08	-2							
1161.76	88.08	2							
1095.4	88.08	2							
1095.4	88.08	-2							
1095.4	88.08	2							
1029.04	88.08	2							
1029.04	88.08	-2							
1029.04	88.08	2							
962.68	88.08	2							
962.68	88.08	-2							
962.68	88.08	2							
896.32	88.08	2							
896.32	88.08	-2							
