100	10	2								
100	10	-2								
100	10	2								
166.36	10	2								
166.36	10	-2								
166.36	10	2								
232.72	10	2								
232.72	10	-2								
232.72	10	2								
299.08	10	2								
299.08	10	-2								
299.08	10	2								
365.44	10	2								
365.44	10	-2								
365.44	10	2								
431.8	10	2								
431.8	10	-2								
431.8	10	2								
498.16	10	2								
498.16	10	-2								
498.16	10	2								
564.52	10	2								
564.52	10	-2								
564.52	10	2								
630.88	10	2								
630.88	10	-2								
630.88	10	2								
697.24	10	2								
697.24	10	-2								
697.24	10	2								
763.6	10	2								
763.6	10	-2								
763.6	10	2								
829.96	10	2								
829.96	10	-2								
829.96	10	2								
896.32	10	2								
896.32	10	-2								
896.32	10	2								
962.68	10	2								
962.68	10	-2								
962.68	10	2								
1029.04	10	2								
1029.04	10	-2								
1029.04	10	2								
1095.4	10	2								
1095.4	10	-2								
1095.4	10	2								
1161.76	10	2								
1161.76	10	-2								
1161.76	10	2								
1228.12	10	2								
1228.12	10	-2								
1228.12	10	2								
1294.48	10	2								
1294.48	10	-2								
1294.48	10	2								
1360.84	10	2								
1360.84	10	-2								
1360.84	10	2								
1427.2	10	2								
1427.2	10	-2								
1427.2	10	2								
1427.2	138.4	2								
1427.2	138.4	-2								
1427.2	138.4	2								
1360.84	138.4	2								
1360.84	138.4	-2								
1360.84	138.4	2								
1294.48	138.4	2								
1294.48	138.4	-2								
1294.48	138.4	2								
1228.12	138.4	2								
1228.12	138.4	-2								
1228.12	138.4	2								
1161.76	138.4	2								
1161.76	138.4	-2								
1161.76	138.4	2								
1095.4	138.4	2								
1095.4	138.4	-2								
1095.4	138.4	2								
1029.04	138.4	2								
1029.04	138.4	-2								
1029.04	138.4	2								
962.68	138.4	2								
962.68	138.4	-2								
962.68	138.4	2								
896.32	138.4	2								
896.32	138.4	-2								
896.32	138.4	2								
829.96	138.4	2								
829.96	138.4	-2								
829.96	138.4	2								
763.6	138.4	2								
763.6	138.4	-2								
763.6	138.4	2								
697.24	138.4	2								
697.24	138.4	-2								
697.24	138.4	2								
630.88	138.4	2								
630.88	138.4	-2								
630.88	138.4	2								
564.52	138.4	2								
564.52	138.4	-2								
564.52	138.4	2								
498.16	138.4	2								
498.16	138.4	-2								
498.16	138.4	2								
431.8	138.4	2								
431.8	138.4	-2								
431.8	138.4	2								
365.44	138.4	2								
365.44	138.4	-2								
365.44	138.4	2								
299.08	138.4	2								
299.08	138.4	-2								
299.08	138.4	2								
232.72	138.4	2								
232.72	138.4	-2								
232.72	138.4	2								
166.36	138.4	2								
166.36	138.4	-2								
166.36	138.4	2								
100	138.4	2								
100	138.4	-2								
100	138.4	2								
100	35.68	2								
100	35.68	-2								
100	35.68	2								
100	61.36	2								
100	61.36	-2								
100	61.36	2								
100	87.04	2								
100	87.04	-2								
100	87.04	2								
100	112.72	2								
100	112.72	-2								
100	112.72	2								
299.08	35.68	2								
299.08	35.68	-2								
299.08	35.68	2								
299.08	61.36	2								
299.08	61.36	-2								
299.08	61.36	2								
299.08	87.04	2								
299.08	87.04	-2								
299.08	87.04	2								
299.08	112.72	2								
299.08	112.72	-2								
299.08	112.72	2								
498.16	35.68	2								
498.16	35.68	-2								
498.16	35.68	2								
498.16	61.36	2								
498.16	61.36	-2								
498.16	61.36	2								
498.16	87.04	2								
498.16	87.04	-2								
498.16	87.04	2								
498.16	112.72	2								
498.16	112.72	-2								
498.16	112.72	2								
697.24	35.68	2								
697.24	35.68	-2								
697.24	35.68	2								
697.24	61.36	2								
697.24	61.36	-2								
697.24	61.36	2								
697.24	87.04	2								
697.24	87.04	-2								
697.24	87.04	2								
697.24	112.72	2								
697.24	112.72	-2								
697.24	112.72	2								
896.32	35.68	2								
896.32	35.68	-2								
896.32	35.68	2								
896.32	61.36	2								
896.32	61.36	-2								
896.32	61.36	2								
896.32	87.04	2								
896.32	87.04	-2								
896.32	87.04	2								
896.32	112.72	2								
896.32	112.72	-2								
896.32	112.72	2								
1095.4	35.68	2								
1095.4	35.68	-2								
1095.4	35.68	2								
1095.4	61.36	2								
1095.4	61.36	-2								
1095.4	61.36	2								
1095.4	87.04	2								
1095.4	87.04	-2								
1095.4	87.04	2								
1095.4	112.72	2								
1095.4	112.72	-2								
1095.4	112.72	2								
1294.48	35.68	2								
1294.48	35.68	-2								
1294.48	35.68	2								
1294.48	61.36	2								
1294.48	61.36	-2								
1294.48	61.36	2								
1294.48	87.04	2								
1294.48	87.04	-2								
1294.48	87.04	2								
1294.48	112.72	2								
1294.48	112.72	-2								
1294.48	112.72	2								
