100	12.8	25							
100	12.8	-3							
100	12.8	25							
166.36	12.8	25							
166.36	12.8	-3							
166.36	12.8	25							
232.72	12.8	25							
232.72	12.8	-3							
232.72	12.8	25							
299.08	12.8	25							
299.08	12.8	-3							
299.08	12.8	25							
365.44	12.8	25							
365.44	12.8	-3							
365.44	12.8	25							
431.8	12.8	25							
431.8	12.8	-3							
431.8	12.8	25							
498.16	12.8	25							
498.16	12.8	-3							
498.16	12.8	25							
564.52	12.8	25							
564.52	12.8	-3							
564.52	12.8	25							
630.88	12.8	25							
630.88	12.8	-3							
630.88	12.8	25							
697.24	12.8	25							
697.24	12.8	-3							
697.24	12.8	25							
763.6	12.8	25							
763.6	12.8	-3							
763.6	12.8	25							
829.96	12.8	25							
829.96	12.8	-3							
829.96	12.8	25							
896.32	12.8	25							
896.32	12.8	-3							
896.32	12.8	25							
962.68	12.8	25							
962.68	12.8	-3							
962.68	12.8	25							
1029.04	12.8	25							
1029.04	12.8	-3							
1029.04	12.8	25							
1095.4	12.8	25							
1095.4	12.8	-3							
1095.4	12.8	25							
1161.76	12.8	25							
1161.76	12.8	-3							
1161.76	12.8	25							
1228.12	12.8	25							
1228.12	12.8	-3							
1228.12	12.8	25							
1294.48	12.8	25							
1294.48	12.8	-3							
1294.48	12.8	25							
1360.84	12.8	25							
1360.84	12.8	-3							
1360.84	12.8	25							
1427.2	12.8	25							
1427.2	12.8	-3							
1427.2	12.8	25							
1427.2	88.08	25							
1427.2	88.08	-3							
1427.2	88.08	25							
1360.84	88.08	25							
1360.84	88.08	-3							
1360.84	88.08	25							
1294.48	88.08	25							
1294.48	88.08	-3							
1294.48	88.08	25							
1228.12	88.08	25							
1228.12	88.08	-3							
1228.12	88.08	25							
1161.76	88.08	25							
1161.76	88.08	-3							
1161.76	88.08	25							
1095.4	88.08	25							
1095.4	88.08	-3							
1095.4	88.08	25							
1029.04	88.08	25							
1029.04	88.08	-3							
1029.04	88.08	25							
962.68	88.08	25							
962.68	88.08	-3							
962.68	88.08	25							
896.32	88.08	25							
896.32	88.08	-3							
896.32	88.08	25							
829.96	88.08	25							
829.96	88.08	-3							
829.96	88.08	25							
763.6	88.08	25							
763.6	88.08	-3							
763.6	88.08	25							
697.24	88.08	25							
697.24	88.08	-3							
697.24	88.08	25							
630.88	88.08	25							
630.88	88.08	-3							
630.88	88.08	25							
564.52	88.08	25							
564.52	88.08	-3							
564.52	88.08	25							
498.16	88.08	25							
498.16	88.08	-3							
498.16	88.08	25							
431.8	88.08	25							
431.8	88.08	-3							
431.8	88.08	25							
365.44	88.08	25							
365.44	88.08	-3							
365.44	88.08	25							
299.08	88.08	25							
299.08	88.08	-3							
299.08	88.08	25							
232.72	88.08	25							
232.72	88.08	-3							
232.72	88.08	25							
166.36	88.08	25							
166.36	88.08	-3							
166.36	88.08	25							
100	88.08	25							
100	88.08	-3							
100	88.08	25							
100	163.36	25							
100	163.36	-3							
100	163.36	25							
166.36	163.36	25							
166.36	163.36	-3							
166.36	163.36	25							
