100	10	25								
100	10	-3								
100	10	25								
166.36	10	25								
166.36	10	-3								
166.36	10	25								
232.72	10	25								
232.72	10	-3								
232.72	10	25								
299.08	10	25								
299.08	10	-3								
299.08	10	25								
365.44	10	25								
365.44	10	-3								
365.44	10	25								
431.8	10	25								
431.8	10	-3								
431.8	10	25								
498.16	10	25								
498.16	10	-3								
498.16	10	25								
564.52	10	25								
564.52	10	-3								
564.52	10	25								
630.88	10	25								
630.88	10	-3								
630.88	10	25								
697.24	10	25								
697.24	10	-3								
697.24	10	25								
763.6	10	25								
763.6	10	-3								
763.6	10	25								
829.96	10	25								
829.96	10	-3								
829.96	10	25								
896.32	10	25								
896.32	10	-3								
896.32	10	25								
962.68	10	25								
962.68	10	-3								
962.68	10	25								
1029.04	10	25								
1029.04	10	-3								
1029.04	10	25								
1095.4	10	25								
1095.4	10	-3								
1095.4	10	25								
1161.76	10	25								
1161.76	10	-3								
1161.76	10	25								
1228.12	10	25								
1228.12	10	-3								
1228.12	10	25								
1294.48	10	25								
1294.48	10	-3								
1294.48	10	25								
1360.84	10	25								
1360.84	10	-3								
1360.84	10	25								
1427.2	10	25								
1427.2	10	-3								
1427.2	10	25								
1427.2	138.4	25								
1427.2	138.4	-3								
1427.2	138.4	25								
1360.84	138.4	25								
1360.84	138.4	-3								
1360.84	138.4	25								
1294.48	138.4	25								
1294.48	138.4	-3								
1294.48	138.4	25								
1228.12	138.4	25								
1228.12	138.4	-3								
1228.12	138.4	25								
1161.76	138.4	25								
1161.76	138.4	-3								
1161.76	138.4	25								
1095.4	138.4	25								
1095.4	138.4	-3								
1095.4	138.4	25								
1029.04	138.4	25								
1029.04	138.4	-3								
1029.04	138.4	25								
962.68	138.4	25								
962.68	138.4	-3								
962.68	138.4	25								
896.32	138.4	25								
896.32	138.4	-3								
896.32	138.4	25								
829.96	138.4	25								
829.96	138.4	-3								
829.96	138.4	25								
763.6	138.4	25								
763.6	138.4	-3								
763.6	138.4	25								
697.24	138.4	25								
697.24	138.4	-3								
697.24	138.4	25								
630.88	138.4	25								
630.88	138.4	-3								
630.88	138.4	25								
564.52	138.4	25								
564.52	138.4	-3								
564.52	138.4	25								
498.16	138.4	25								
498.16	138.4	-3								
498.16	138.4	25								
431.8	138.4	25								
431.8	138.4	-3								
431.8	138.4	25								
365.44	138.4	25								
365.44	138.4	-3								
365.44	138.4	25								
299.08	138.4	25								
299.08	138.4	-3								
299.08	138.4	25								
232.72	138.4	25								
232.72	138.4	-3								
232.72	138.4	25								
166.36	138.4	25								
166.36	138.4	-3								
166.36	138.4	25								
100	138.4	25								
100	138.4	-3								
100	138.4	25								
100	35.68	25								
100	35.68	-3								
100	35.68	25								
100	61.36	25								
100	61.36	-3								
100	61.36	25								
100	87.04	25								
100	87.04	-3								
100	87.04	25								
100	112.72	25								
100	112.72	-3								
100	112.72	25								
299.08	35.68	25								
299.08	35.68	-3								
299.08	35.68	25								
299.08	61.36	25								
299.08	61.36	-3								
299.08	61.36	25								
299.08	87.04	25								
299.08	87.04	-3								
299.08	87.04	25								
299.08	112.72	25								
299.08	112.72	-3								
299.08	112.72	25								
498.16	35.68	25								
498.16	35.68	-3								
498.16	35.68	25								
498.16	61.36	25								
498.16	61.36	-3								
498.16	61.36	25								
498.16	87.04	25								
498.16	87.04	-3								
498.16	87.04	25								
498.16	112.72	25								
498.16	112.72	-3								
498.16	112.72	25								
697.24	35.68	25								
697.24	35.68	-3								
697.24	35.68	25								
697.24	61.36	25								
697.24	61.36	-3								
697.24	61.36	25								
697.24	87.04	25								
697.24	87.04	-3								
697.24	87.04	25								
697.24	112.72	25								
697.24	112.72	-3								
697.24	112.72	25								
896.32	35.68	25								
896.32	35.68	-3								
896.32	35.68	25								
896.32	61.36	25								
896.32	61.36	-3								
896.32	61.36	25								
896.32	87.04	25								
896.32	87.04	-3								
896.32	87.04	25								
896.32	112.72	25								
896.32	112.72	-3								
896.32	112.72	25								
1095.4	35.68	25								
1095.4	35.68	-3								
1095.4	35.68	25								
1095.4	61.36	25								
1095.4	61.36	-3								
1095.4	61.36	25								
1095.4	87.04	25								
1095.4	87.04	-3								
1095.4	87.04	25								
1095.4	112.72	25								
1095.4	112.72	-3								
1095.4	112.72	25								
1294.48	35.68	25								
1294.48	35.68	-3								
1294.48	35.68	25								
1294.48	61.36	25								
1294.48	61.36	-3								
1294.48	61.36	25								
1294.48	87.04	25								
1294.48	87.04	-3								
1294.48	87.04	25								
1294.48	112.72	25								
1294.48	112.72	-3								
1294.48	112.72	25								
